Almacén,Cliente,Identificación cliente,Telefono cliente,Celular cliente,# factura,Codigo del producto,Detalle producto,Cantidad producto,Cantidad Devueltas,Fecha factura,Precio venta x producto,Precio compra x producto,Descuento,Descuento Total,Venta - descuento,impuesto Total,Impuesto,Subtotal,Total venta,Ciudad,Forma pago,Vendedor,Vendedor2,Usuario,No. Transacción,Promoción,Nota,Categoria,Proveedor,Nota Crédito,Grupo
Cabecera,general,0,,,No1259,38,Bowl de Fruta Frutos Rojos,1,0,2021-10-01 07:59:17,10000,4325,0,0,10000,0,0,10000,10000,,efectivo,,,erickfaloquin@gmail.com,,, ,CARTA,,No,sin grupo
Cabecera,general,0,,,No1259,49,Sandwich de atún,1,0,2021-10-01 07:59:17,13500,9300,0,0,13500,0,0,13500,13500,,efectivo,,,erickfaloquin@gmail.com,,, ,CARTA,,No,sin grupo
Cabecera,general,0,,,No1259,48,Sandwich de pollo,1,0,2021-10-01 07:59:17,14000,5275,0,0,14000,0,0,14000,14000,,efectivo,,,erickfaloquin@gmail.com,,, ,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No1259,67,Espresso Sencillo,1,0,2021-10-01 07:59:17,2500,608,0,0,2500,0,0,2500,2500,,efectivo,,,erickfaloquin@gmail.com,,, ,CARTA,,No,sin grupo
Cabecera,general,0,,,No1259,78,Batido Naranja y Zanahoria,1,0,2021-10-01 07:59:17,6800,2929,0,0,6800,0,0,6800,6800,,efectivo,,,erickfaloquin@gmail.com,,, ,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No1260,51,Torta del día,1,0,2021-10-01 10:32:17,7500,3238,0,0,7500,0,0,7500,7500,,nequi,,,erickfaloquin@gmail.com,,, ,CARTA,,No,sin grupo
Cabecera,general,0,,,No1260,79,Soda con frutas,1,0,2021-10-01 10:32:17,5000,2000,0,0,5000,0,0,5000,5000,,nequi,,,erickfaloquin@gmail.com,,, ,CARTA,Alfoli,No,sin grupo
Cabecera,general,0,,,No1260,48,Sandwich de pollo,1,0,2021-10-01 10:32:17,14000,5275,0,0,14000,0,0,14000,14000,,nequi,,,erickfaloquin@gmail.com,,, ,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No1260,38,Bowl de Fruta Frutos Rojos,1,0,2021-10-01 10:32:17,10000,4325,0,0,10000,0,0,10000,10000,,nequi,,,erickfaloquin@gmail.com,,, ,CARTA,,No,sin grupo
Cabecera,general,0,,,No1260,DECO2,Decoracion regalo canasta grande,1,0,2021-10-01 10:32:17,12000,7000,0,0,12000,0,0,12000,12000,,nequi,,,erickfaloquin@gmail.com,,, ,General,,No,sin grupo
