Almacén,Cliente,Identificación cliente,Telefono cliente,Celular cliente,# factura,Codigo del producto,Detalle producto,Cantidad producto,Cantidad Devueltas,Fecha factura,Precio venta x producto,Precio compra x producto,Descuento,Descuento Total,Venta - descuento,impuesto Total,Impuesto,Subtotal,Total venta,Ciudad,Forma pago,Vendedor,Vendedor2,Usuario,No. Transacción,Promoción,Nota,Categoria,Proveedor,Nota Crédito,Grupo
Cabecera,general,0,,,No6251,decom,Desayuno para 2,1,0,2023-01-05 08:37:20,40000,16500,0,0,40000,0,0,40000,40000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6251,42,Waffle Fresa y Arandanos,1,0,2023-01-05 08:37:20,16500,5000,4000,4000,12500,0,0,12500,12500,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6251,,PROPINA,1,0,2023-01-05 08:37:20,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6252,48,Sandwich de pollo,1,0,2023-01-05 10:48:18,15000,5275,0,0,15000,0,0,15000,15000,,tarjeta debito,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6252,,PROPINA,1,0,2023-01-05 10:48:18,0,0,0,0,0,0,0,0,0,,tarjeta debito,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6253,59,Latte en leche de vaca,1,0,2023-01-05 10:57:10,5000,1600,0,0,5000,0,0,5000,5000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6253,48,Sandwich de pollo,1,0,2023-01-05 10:57:10,15000,5275,0,0,15000,0,0,15000,15000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6253,,PROPINA,1,0,2023-01-05 10:57:10,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6254,35,Parfait Explosión de Chocolate,1,0,2023-01-05 10:58:08,12000,4000,0,0,12000,0,0,12000,12000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6254,61,Chocolate Experiencia en leche de Vaca,1,0,2023-01-05 10:58:08,6000,2774,0,0,6000,0,0,6000,6000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6254,66,Americano,1,0,2023-01-05 10:58:08,3000,1000,0,0,3000,0,0,3000,3000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6254,48,Sandwich de pollo,2,0,2023-01-05 10:58:08,15000,5275,0,0,15000,0,0,30000,30000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6254,38,Bowl de Fruta Frutos Rojos,1,0,2023-01-05 10:58:08,11000,4325,0,0,11000,0,0,11000,11000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6254,decom,Desayuno para 2,0.5,0,2023-01-05 10:58:08,40000,16500,0,0,40000,0,0,20000,20000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6254,,PROPINA,1,0,2023-01-05 10:58:08,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6255,sandwpo,Sándwich de pollo con manzana,3,0,2023-01-05 11:45:53,19000,6900,0,0,19000,0,0,57000,57000,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6255,,PROPINA,1,0,2023-01-05 11:45:53,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6256,Trenznuec,Trenza de nueces ,1,0,2023-01-05 12:01:46,11000,8000,0,0,11000,0,0,11000,11000,,efectivo,,,erickfaloquin@gmail.com,,,,General,Artesano,No,sin grupo
Cabecera,general,0,,,No6256,,PROPINA,1,0,2023-01-05 12:01:46,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6257,vegelpo,Pizza vegetales con pollo,1,0,2023-01-05 16:32:54,20500,6400,0,0,20500,0,0,20500,20500,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6257,PJCA,Pan de jamon y cuajada artesano,1,0,2023-01-05 16:32:54,12000,9000,0,0,12000,0,0,12000,12000,,efectivo,,,erickfaloquin@gmail.com,,,,General,Artesano,No,sin grupo
Cabecera,general,0,,,No6257,tehat,Té hatsu,1,0,2023-01-05 16:32:54,6500,3200,0,0,6500,0,0,6500,6500,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6257,,PROPINA,1,0,2023-01-05 16:32:54,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6258,sandwpo,Sándwich de pollo con manzana,1,0,2023-01-05 18:48:11,19000,6900,0,0,19000,0,0,19000,19000,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6258,74,Batido Fresa y Banano en bebida Vegetal,1,0,2023-01-05 18:48:11,12500,6555,0,0,12500,0,0,12500,12500,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,Alfoli,No,sin grupo
Cabecera,general,0,,,No6258,,PROPINA,1,0,2023-01-05 18:48:11,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6259,48,Sandwich de pollo,1,0,2023-01-05 19:32:04,15000,5275,0,0,15000,0,0,15000,15000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6259,77,Batido Verde,1,0,2023-01-05 19:32:04,7000,3000,0,0,7000,0,0,7000,7000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6259,RAC,Roscones de arequipe y coco Artesano,1,0,2023-01-05 19:32:04,12000,9000,0,0,12000,0,0,12000,12000,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6259,,PROPINA,1,0,2023-01-05 19:32:04,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6260,vegelpo,Pizza vegetales con pollo,1,0,2023-01-05 19:41:55,20000,6400,0,0,20000,0,0,20000,20000,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6260,,PROPINA,1,0,2023-01-05 19:41:55,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
Cabecera,general,0,,,No6261,vegelpo,Pizza vegetales con pollo,1,0,2023-01-05 19:47:22,20000,6400,0,0,20000,0,0,20000,20000,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6261,ahu,Pizza ahuyamin,1,0,2023-01-05 19:47:22,21000,8500,0,0,21000,0,0,21000,21000,,efectivo,,,erickfaloquin@gmail.com,,,,General,,No,sin grupo
Cabecera,general,0,,,No6261,48,Sandwich de pollo,1,0,2023-01-05 19:47:22,15000,5275,0,0,15000,0,0,15000,15000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,snucks,No,sin grupo
Cabecera,general,0,,,No6261,75,Batido Fresa y Banano en leche de vaca,1,0,2023-01-05 19:47:22,10500,4906,0,0,10500,0,0,10500,10500,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6261,76,Batido Refrescante,2,0,2023-01-05 19:47:22,7000,2589,0,0,7000,0,0,14000,14000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,,No,sin grupo
Cabecera,general,0,,,No6261,79,Soda con frutas,1,0,2023-01-05 19:47:22,8000,2000,0,0,8000,0,0,8000,8000,,efectivo,,,erickfaloquin@gmail.com,,,,CARTA,Alfoli,No,sin grupo
Cabecera,general,0,,,No6261,,PROPINA,1,0,2023-01-05 19:47:22,0,0,0,0,0,0,0,0,0,,efectivo,,,erickfaloquin@gmail.com,,,,,,No,sin grupo
